Training_ID,Employee_ID,Training_Name,Provider,Start_Date,End_Date,Training_Cost,Certification_Status
T006099,E02840,Project Management Professional,PMI,2025-01-30,2025-02-08,2284.16,Completed
T006100,E02842,Financial Modeling,Wall Street Prep,2024-05-10,2024-05-12,1463.84,Not Certified
T006101,E02842,Sales Negotiation Skills,Miller Heiman,2024-01-09,2024-01-15,1192.57,Completed
T006102,E02842,Diversity & Inclusion Workshop,Internal L&D,2022-10-15,2022-10-21,2811.2,Completed
T006103,E02842,Diversity & Inclusion Workshop,Internal L&D,2022-05-14,2022-05-21,1358.85,Completed
T006104,E02842,Sales Negotiation Skills,Miller Heiman,2024-04-13,2024-04-17,1951.84,Completed
T006105,E02842,Effective Communication,LinkedIn Learning,2024-06-20,2024-06-24,3207.62,Completed
T006106,E02844,Workplace Safety & Compliance,Internal L&D,2022-10-20,2022-10-24,2153.66,Completed
T006107,E02844,Workplace Safety & Compliance,Internal L&D,2024-08-29,2024-09-07,2109.62,Completed
T006108,E02844,Cybersecurity Awareness,Udemy,2025-05-24,2025-05-30,1943.83,Not Certified
T006109,E02845,Agile & Scrum Master,Scrum.org,2024-10-22,2024-10-29,2237.03,Completed
T006110,E02845,Workplace Safety & Compliance,Internal L&D,2025-03-19,2025-03-21,3416.26,Completed
T006111,E02845,Customer Service Excellence,Internal L&D,2023-09-24,2023-09-29,2520.6,Not Certified
T006112,E02847,Leadership Excellence,Dale Carnegie,2023-09-27,2023-10-02,1025.35,In Progress
T006113,E02847,Sales Negotiation Skills,Miller Heiman,2025-01-28,2025-02-04,541.54,In Progress
T006114,E02848,Financial Modeling,Wall Street Prep,2025-06-04,2025-06-12,1455.47,Completed
T006115,E02848,Cloud Computing Fundamentals,AWS Training,2024-11-19,2024-11-22,3328.1,Completed
T006116,E02850,Six Sigma Green Belt,ASQ,2025-02-16,2025-02-25,1460.57,Completed
T006117,E02850,Cybersecurity Awareness,Udemy,2024-03-28,2024-04-05,1983.11,Completed
T006118,E02850,Six Sigma Green Belt,ASQ,2024-06-07,2024-06-16,1305.99,Completed
T006119,E02850,Cloud Computing Fundamentals,AWS Training,2025-04-17,2025-04-21,697.59,Completed
T006120,E02851,Advanced Excel & Data Analysis,Coursera,2024-08-08,2024-08-14,2752.34,Completed
T006121,E02851,Financial Modeling,Wall Street Prep,2025-03-30,2025-04-04,1252.61,Not Certified
T006122,E02852,Advanced Excel & Data Analysis,Coursera,2023-07-22,2023-07-29,1475.01,Completed
T006123,E02852,Sales Negotiation Skills,Miller Heiman,2025-05-04,2025-05-06,2838.26,Completed
T006124,E02852,Cloud Computing Fundamentals,AWS Training,2024-05-12,2024-05-14,1578.62,Completed
T006125,E02852,Cybersecurity Awareness,Udemy,2020-08-05,2020-08-11,1181.91,Completed
T006126,E02852,Diversity & Inclusion Workshop,Internal L&D,2020-12-20,2020-12-24,1493.45,Completed
T006127,E02852,Agile & Scrum Master,Scrum.org,2021-04-13,2021-04-18,264.08,Completed
T006128,E02853,Power BI for Business,Microsoft Learn,2025-05-27,2025-06-01,1105.66,In Progress
T006129,E02854,Customer Service Excellence,Internal L&D,2025-05-21,2025-05-28,2172.62,Not Certified
T006130,E02854,Sales Negotiation Skills,Miller Heiman,2023-05-17,2023-05-23,160.17,Completed
T006131,E02854,Project Management Professional,PMI,2024-05-30,2024-06-05,694.07,Completed
T006132,E02855,Leadership Excellence,Dale Carnegie,2025-03-21,2025-03-26,3011.58,In Progress
T006133,E02855,Project Management Professional,PMI,2024-09-25,2024-10-02,2459.58,Not Certified
T006134,E02860,Workplace Safety & Compliance,Internal L&D,2023-04-02,2023-04-09,942.74,Completed
T006135,E02860,Sales Negotiation Skills,Miller Heiman,2024-06-19,2024-06-27,1363.67,Completed
T006136,E02861,Cybersecurity Awareness,Udemy,2023-10-05,2023-10-15,3048.32,Completed
T006137,E02861,Advanced Excel & Data Analysis,Coursera,2024-07-09,2024-07-17,1226.18,Completed
T006138,E02861,Advanced Excel & Data Analysis,Coursera,2025-02-19,2025-02-28,1918.95,In Progress
T006139,E02862,Power BI for Business,Microsoft Learn,2023-10-01,2023-10-11,2219.53,Completed
T006140,E02862,Diversity & Inclusion Workshop,Internal L&D,2023-07-12,2023-07-15,358.71,In Progress
T006141,E02863,Project Management Professional,PMI,2023-11-01,2023-11-06,1272.55,Completed
T006142,E02863,Project Management Professional,PMI,2023-05-07,2023-05-12,2002.53,Completed
T006143,E02863,Power BI for Business,Microsoft Learn,2024-08-03,2024-08-08,3072.49,Completed
T006144,E02865,Sales Negotiation Skills,Miller Heiman,2024-05-24,2024-05-26,1297.53,Not Certified
T006145,E02865,Cloud Computing Fundamentals,AWS Training,2024-06-18,2024-06-22,1600.82,In Progress
T006146,E02865,Customer Service Excellence,Internal L&D,2022-07-17,2022-07-26,727.77,Completed
T006147,E02867,Python for Data Analysis,Coursera,2024-05-30,2024-06-09,364.77,Completed
T006148,E02867,Sales Negotiation Skills,Miller Heiman,2023-11-28,2023-12-06,998.85,Completed
T006149,E02867,Cloud Computing Fundamentals,AWS Training,2024-06-19,2024-06-26,1484.51,Completed
T006150,E02867,Cloud Computing Fundamentals,AWS Training,2024-06-11,2024-06-19,703.43,In Progress
T006151,E02868,Effective Communication,LinkedIn Learning,2024-11-07,2024-11-12,1191.26,Completed
T006152,E02868,Diversity & Inclusion Workshop,Internal L&D,2024-12-03,2024-12-08,2330.1,Not Certified
T006153,E02869,Financial Modeling,Wall Street Prep,2025-03-12,2025-03-21,1468.34,In Progress
T006154,E02869,Diversity & Inclusion Workshop,Internal L&D,2025-02-19,2025-02-27,335.56,Completed
T006155,E02869,Agile & Scrum Master,Scrum.org,2024-11-27,2024-12-02,383.29,Completed
T006156,E02870,Diversity & Inclusion Workshop,Internal L&D,2023-04-25,2023-05-01,1161.02,Completed
T006157,E02870,Customer Service Excellence,Internal L&D,2022-08-05,2022-08-08,1524.86,Completed
T006158,E02870,Cloud Computing Fundamentals,AWS Training,2024-06-01,2024-06-03,3301.52,Completed
T006159,E02870,Diversity & Inclusion Workshop,Internal L&D,2022-02-22,2022-03-01,1906.68,Completed
T006160,E02871,Customer Service Excellence,Internal L&D,2023-12-29,2024-01-01,3352.16,Completed
T006161,E02871,Effective Communication,LinkedIn Learning,2022-08-16,2022-08-18,1611.31,Completed
T006162,E02871,Workplace Safety & Compliance,Internal L&D,2022-12-22,2022-12-24,2053.05,Completed
T006163,E02871,Diversity & Inclusion Workshop,Internal L&D,2024-02-28,2024-03-04,3494.04,Completed
T006164,E02872,Cybersecurity Awareness,Udemy,2024-06-19,2024-06-23,2481.09,In Progress
T006165,E02872,Power BI for Business,Microsoft Learn,2024-06-03,2024-06-07,2239.43,Completed
T006166,E02872,Agile & Scrum Master,Scrum.org,2025-01-05,2025-01-07,3082.0,Not Certified
T006167,E02874,Leadership Excellence,Dale Carnegie,2025-03-19,2025-03-26,3032.49,Completed
T006168,E02875,Cloud Computing Fundamentals,AWS Training,2023-09-15,2023-09-19,734.92,Completed
T006169,E02875,Workplace Safety & Compliance,Internal L&D,2025-06-22,2025-06-29,927.72,Completed
T006170,E02875,Customer Service Excellence,Internal L&D,2022-08-10,2022-08-19,2001.72,Completed
T006171,E02875,Leadership Excellence,Dale Carnegie,2022-11-09,2022-11-19,2444.99,Completed
T006172,E02875,Workplace Safety & Compliance,Internal L&D,2022-03-10,2022-03-13,2605.01,Completed
T006173,E02876,Six Sigma Green Belt,ASQ,2024-05-01,2024-05-10,434.97,Completed
T006174,E02876,Customer Service Excellence,Internal L&D,2022-08-30,2022-09-03,962.4,In Progress
T006175,E02878,Advanced Excel & Data Analysis,Coursera,2023-07-21,2023-07-27,937.99,Completed
T006176,E02880,Workplace Safety & Compliance,Internal L&D,2025-04-07,2025-04-15,403.77,Completed
T006177,E02880,Cybersecurity Awareness,Udemy,2024-03-11,2024-03-16,2008.7,Completed
T006178,E02881,Python for Data Analysis,Coursera,2025-04-18,2025-04-25,385.17,Completed
T006179,E02881,Power BI for Business,Microsoft Learn,2025-05-16,2025-05-19,2102.07,Not Certified
T006180,E02881,Cybersecurity Awareness,Udemy,2023-02-24,2023-03-04,1967.0,Completed
T006181,E02883,Customer Service Excellence,Internal L&D,2025-02-28,2025-03-08,1079.37,In Progress
T006182,E02884,Advanced Excel & Data Analysis,Coursera,2025-01-09,2025-01-18,684.99,Completed
T006183,E02884,Power BI for Business,Microsoft Learn,2024-12-17,2024-12-20,627.82,Completed
T006184,E02884,Customer Service Excellence,Internal L&D,2025-05-06,2025-05-16,2256.73,In Progress
T006185,E02885,Cloud Computing Fundamentals,AWS Training,2023-07-16,2023-07-25,666.78,Completed
T006186,E02885,Python for Data Analysis,Coursera,2024-10-17,2024-10-22,989.69,Completed
T006187,E02885,Power BI for Business,Microsoft Learn,2023-05-27,2023-06-01,2540.08,Not Certified
T006188,E02886,Workplace Safety & Compliance,Internal L&D,2025-03-15,2025-03-20,268.57,Not Certified
T006189,E02886,Diversity & Inclusion Workshop,Internal L&D,2025-06-15,2025-06-24,2191.96,Completed
T006190,E02888,Project Management Professional,PMI,2025-03-09,2025-03-16,1202.0,Completed
T006191,E02888,Sales Negotiation Skills,Miller Heiman,2025-06-24,2025-07-04,420.65,Completed
T006192,E02889,Project Management Professional,PMI,2021-04-26,2021-05-03,3053.76,Completed
T006193,E02889,Workplace Safety & Compliance,Internal L&D,2021-06-15,2021-06-25,3250.36,Completed
T006194,E02889,Project Management Professional,PMI,2021-05-29,2021-06-03,2526.04,Completed
T006195,E02889,Cybersecurity Awareness,Udemy,2021-03-21,2021-03-27,2802.42,In Progress
T006196,E02891,Agile & Scrum Master,Scrum.org,2024-11-08,2024-11-10,692.52,Completed
T006197,E02891,Cloud Computing Fundamentals,AWS Training,2025-01-06,2025-01-13,1813.59,Completed
T006198,E02891,Diversity & Inclusion Workshop,Internal L&D,2023-05-25,2023-05-28,208.89,Completed
T006199,E02892,Customer Service Excellence,Internal L&D,2025-03-15,2025-03-23,808.3,In Progress
T006200,E02892,Six Sigma Green Belt,ASQ,2024-07-12,2024-07-22,847.99,Completed
T006201,E02892,Six Sigma Green Belt,ASQ,2024-06-18,2024-06-27,241.8,Completed
T006202,E02893,Customer Service Excellence,Internal L&D,2023-10-02,2023-10-11,1047.01,Completed
T006203,E02893,Power BI for Business,Microsoft Learn,2025-06-19,2025-06-22,737.78,Not Certified
T006204,E02893,Agile & Scrum Master,Scrum.org,2024-09-22,2024-09-30,3044.8,Completed
T006205,E02893,Agile & Scrum Master,Scrum.org,2023-09-23,2023-10-02,2488.72,Not Certified
T006206,E02893,Six Sigma Green Belt,ASQ,2024-03-02,2024-03-05,2217.55,Not Certified
T006207,E02894,Workplace Safety & Compliance,Internal L&D,2024-08-22,2024-08-24,2623.31,In Progress
T006208,E02894,Power BI for Business,Microsoft Learn,2024-05-01,2024-05-11,1261.91,Completed
T006209,E02894,Project Management Professional,PMI,2025-01-22,2025-01-29,2273.39,Completed
T006210,E02896,Project Management Professional,PMI,2024-01-25,2024-01-31,2269.24,Completed
T006211,E02896,Financial Modeling,Wall Street Prep,2024-03-25,2024-03-28,2101.02,Completed
T006212,E02896,Project Management Professional,PMI,2024-01-26,2024-02-04,1272.64,Completed
T006213,E02896,Advanced Excel & Data Analysis,Coursera,2025-02-10,2025-02-18,219.5,Completed
T006214,E02897,Sales Negotiation Skills,Miller Heiman,2024-02-13,2024-02-16,1907.73,In Progress
T006215,E02897,Sales Negotiation Skills,Miller Heiman,2024-07-15,2024-07-23,195.4,In Progress
T006216,E02897,Diversity & Inclusion Workshop,Internal L&D,2025-02-21,2025-03-02,2500.66,Completed
T006217,E02897,Six Sigma Green Belt,ASQ,2025-02-18,2025-02-24,605.04,Completed
T006218,E02897,Advanced Excel & Data Analysis,Coursera,2024-05-21,2024-05-25,3424.76,Completed
T006219,E02897,Advanced Excel & Data Analysis,Coursera,2024-08-18,2024-08-20,1659.82,Completed
T006220,E02898,Leadership Excellence,Dale Carnegie,2024-05-04,2024-05-10,602.66,Not Certified
T006221,E02898,Financial Modeling,Wall Street Prep,2020-11-30,2020-12-04,2482.63,Completed
T006222,E02900,Workplace Safety & Compliance,Internal L&D,2024-03-26,2024-03-31,2572.38,Completed
T006223,E02900,Diversity & Inclusion Workshop,Internal L&D,2024-04-12,2024-04-15,930.07,Not Certified
T006224,E02900,Effective Communication,LinkedIn Learning,2023-10-07,2023-10-17,1542.05,Completed
T006225,E02900,Financial Modeling,Wall Street Prep,2025-03-06,2025-03-14,2561.17,Completed
T006226,E02901,Leadership Excellence,Dale Carnegie,2024-12-04,2024-12-13,814.88,Completed
T006227,E02903,Customer Service Excellence,Internal L&D,2024-08-21,2024-08-31,2326.39,Completed
T006228,E02903,Diversity & Inclusion Workshop,Internal L&D,2023-10-17,2023-10-19,1544.92,Not Certified
T006229,E02903,Cybersecurity Awareness,Udemy,2025-03-22,2025-03-26,150.59,Completed
T006230,E02904,Workplace Safety & Compliance,Internal L&D,2025-03-09,2025-03-17,1784.74,Completed
T006231,E02905,Diversity & Inclusion Workshop,Internal L&D,2023-07-16,2023-07-23,1830.84,Completed
T006232,E02905,Six Sigma Green Belt,ASQ,2023-12-13,2023-12-16,1358.32,Completed
T006233,E02905,Agile & Scrum Master,Scrum.org,2022-01-25,2022-01-31,1620.9,In Progress
T006234,E02905,Workplace Safety & Compliance,Internal L&D,2024-02-03,2024-02-11,918.22,Not Certified
T006235,E02906,Power BI for Business,Microsoft Learn,2025-05-17,2025-05-23,1548.84,Completed
T006236,E02906,Effective Communication,LinkedIn Learning,2024-08-08,2024-08-11,2801.6,Completed
T006237,E02907,Sales Negotiation Skills,Miller Heiman,2024-08-12,2024-08-22,3418.8,Completed
T006238,E02907,Power BI for Business,Microsoft Learn,2020-09-06,2020-09-09,1401.85,Completed
T006239,E02907,Customer Service Excellence,Internal L&D,2023-10-01,2023-10-04,3369.83,Not Certified
T006240,E02907,Leadership Excellence,Dale Carnegie,2024-02-23,2024-02-25,191.48,Completed
T006241,E02907,Effective Communication,LinkedIn Learning,2021-09-30,2021-10-08,2966.38,Not Certified
T006242,E02909,Leadership Excellence,Dale Carnegie,2025-02-16,2025-02-21,805.0,Completed
T006243,E02910,Advanced Excel & Data Analysis,Coursera,2025-06-07,2025-06-12,271.73,Completed
T006244,E02911,Advanced Excel & Data Analysis,Coursera,2025-06-07,2025-06-12,2664.92,Completed
T006245,E02913,Sales Negotiation Skills,Miller Heiman,2024-04-03,2024-04-08,286.49,Completed
T006246,E02913,Advanced Excel & Data Analysis,Coursera,2024-11-25,2024-11-28,2109.16,Completed
T006247,E02914,Six Sigma Green Belt,ASQ,2025-03-01,2025-03-05,1699.79,Completed
T006248,E02914,Effective Communication,LinkedIn Learning,2025-04-08,2025-04-13,383.15,Not Certified
T006249,E02914,Power BI for Business,Microsoft Learn,2025-04-25,2025-04-27,1383.53,Completed
T006250,E02916,Advanced Excel & Data Analysis,Coursera,2024-11-27,2024-12-05,1230.3,Not Certified
T006251,E02916,Project Management Professional,PMI,2020-05-28,2020-06-07,2773.04,Not Certified
T006252,E02917,Leadership Excellence,Dale Carnegie,2025-04-12,2025-04-14,3126.92,Completed
T006253,E02917,Python for Data Analysis,Coursera,2024-03-04,2024-03-13,988.22,Not Certified
T006254,E02917,Project Management Professional,PMI,2024-09-06,2024-09-15,2640.51,Not Certified
T006255,E02917,Workplace Safety & Compliance,Internal L&D,2025-01-16,2025-01-19,1852.71,Completed
T006256,E02917,Effective Communication,LinkedIn Learning,2024-10-05,2024-10-15,2861.16,Completed
T006257,E02917,Python for Data Analysis,Coursera,2023-12-31,2024-01-02,3246.53,Completed
T006258,E02918,Cybersecurity Awareness,Udemy,2020-11-26,2020-11-28,2256.09,Completed
T006259,E02918,Power BI for Business,Microsoft Learn,2021-05-23,2021-05-27,1372.46,Completed
T006260,E02918,Customer Service Excellence,Internal L&D,2021-06-03,2021-06-07,2034.95,In Progress
T006261,E02918,Sales Negotiation Skills,Miller Heiman,2022-11-28,2022-12-06,753.65,Completed
T006262,E02918,Advanced Excel & Data Analysis,Coursera,2021-09-30,2021-10-10,2129.42,Completed
T006263,E02918,Advanced Excel & Data Analysis,Coursera,2022-02-24,2022-03-05,2234.07,Not Certified
T006264,E02919,Diversity & Inclusion Workshop,Internal L&D,2024-11-17,2024-11-26,3482.91,Completed
T006265,E02919,Leadership Excellence,Dale Carnegie,2024-01-19,2024-01-22,2544.64,Completed
T006266,E02919,Diversity & Inclusion Workshop,Internal L&D,2023-06-03,2023-06-12,2711.21,Completed
T006267,E02919,Project Management Professional,PMI,2023-06-09,2023-06-17,253.64,Completed
T006268,E02919,Sales Negotiation Skills,Miller Heiman,2024-07-23,2024-07-26,1969.65,Completed
T006269,E02921,Power BI for Business,Microsoft Learn,2024-11-15,2024-11-18,530.88,Not Certified
T006270,E02921,Cybersecurity Awareness,Udemy,2025-03-21,2025-03-23,2294.69,Completed
T006271,E02922,Financial Modeling,Wall Street Prep,2024-02-23,2024-02-26,2541.87,Not Certified
T006272,E02922,Financial Modeling,Wall Street Prep,2024-09-05,2024-09-08,1264.14,Completed
T006273,E02922,Cloud Computing Fundamentals,AWS Training,2023-08-23,2023-08-28,1280.03,Completed
T006274,E02922,Six Sigma Green Belt,ASQ,2025-06-15,2025-06-24,1000.22,Completed
T006275,E02922,Agile & Scrum Master,Scrum.org,2024-05-15,2024-05-18,1922.51,Completed
T006276,E02922,Agile & Scrum Master,Scrum.org,2024-11-13,2024-11-15,2036.98,Completed
T006277,E02923,Python for Data Analysis,Coursera,2024-11-06,2024-11-08,466.42,Not Certified
T006278,E02923,Agile & Scrum Master,Scrum.org,2024-12-20,2024-12-24,406.17,Completed
T006279,E02923,Workplace Safety & Compliance,Internal L&D,2025-05-19,2025-05-23,1207.05,Completed
T006280,E02923,Cybersecurity Awareness,Udemy,2024-08-30,2024-09-06,186.58,Completed
T006281,E02923,Cloud Computing Fundamentals,AWS Training,2025-03-09,2025-03-15,1719.58,Completed
T006282,E02924,Six Sigma Green Belt,ASQ,2024-09-27,2024-10-04,1898.51,Completed
T006283,E02924,Agile & Scrum Master,Scrum.org,2024-08-19,2024-08-21,1445.7,Not Certified
T006284,E02925,Sales Negotiation Skills,Miller Heiman,2022-12-13,2022-12-15,1333.9,In Progress
T006285,E02925,Sales Negotiation Skills,Miller Heiman,2022-05-23,2022-05-26,3255.3,Completed
T006286,E02925,Leadership Excellence,Dale Carnegie,2023-08-13,2023-08-21,754.86,Not Certified
T006287,E02925,Advanced Excel & Data Analysis,Coursera,2021-04-05,2021-04-13,2518.52,Completed
T006288,E02925,Sales Negotiation Skills,Miller Heiman,2025-02-20,2025-02-23,458.35,Completed
T006289,E02925,Python for Data Analysis,Coursera,2023-07-24,2023-07-30,1046.45,Completed
T006290,E02926,Cloud Computing Fundamentals,AWS Training,2024-04-27,2024-05-04,1482.34,Not Certified
T006291,E02926,Customer Service Excellence,Internal L&D,2025-01-04,2025-01-14,491.89,In Progress
T006292,E02926,Financial Modeling,Wall Street Prep,2024-02-23,2024-02-29,2373.15,In Progress
T006293,E02926,Customer Service Excellence,Internal L&D,2024-03-05,2024-03-13,3311.81,Completed
T006294,E02927,Six Sigma Green Belt,ASQ,2023-09-22,2023-09-24,2708.68,Completed
T006295,E02927,Six Sigma Green Belt,ASQ,2024-10-07,2024-10-09,2465.31,Completed
T006296,E02927,Cybersecurity Awareness,Udemy,2025-04-26,2025-04-30,3214.6,In Progress
T006297,E02927,Cybersecurity Awareness,Udemy,2023-08-30,2023-09-01,2523.55,Completed
T006298,E02928,Power BI for Business,Microsoft Learn,2024-07-10,2024-07-14,1133.63,Completed
T006299,E02928,Advanced Excel & Data Analysis,Coursera,2024-09-25,2024-09-29,579.97,Completed
T006300,E02929,Agile & Scrum Master,Scrum.org,2024-10-03,2024-10-08,2907.07,Completed
